total_articles,avg_word_count,max_word_count,min_word_count,earliest_article,latest_article,unique_sources,unique_authors
66,722.6969696969697,1928,226,2026-05-16 17:12:57+02:00,2026-05-30 21:02:54+02:00,28,56
